['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.15017765760421753s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.15018593072891234s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.15021979808807373s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.15024166107177733s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.15027915239334105s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.1505713105201721s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.1506709098815918s
['NKD', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.15068480968475342s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.15072559118270873s
['NKT', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.1507940411567688s
['ForwardChecking', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.15106872320175171s
['NKD', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.15162824392318724s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.15378265380859374s
['NKT', 'None', 'None'] avg time: 0.16010323762893677s
['NKT', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.1699967861175537s
['NKT', 'None', 'LCV'] avg time: 0.17034021615982056s
['NKT', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.17074673175811766s
['ForwardChecking', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.17085665464401245s
['NKD', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.17099751234054567s
['NKD', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.17171411514282225s
['ForwardChecking', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.17234234809875487s
['NKD', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.18670047521591188s
['NKT', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.18701807260513306s
['ArcConsistency', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.18740875720977784s
['NKD', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.18781431913375854s
['ArcConsistency', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.18866364955902098s
['NKT', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.18874838352203369s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.19399996995925903s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.19419293403625487s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.1944586992263794s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.19461679458618164s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.1946542739868164s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.19481242895126344s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.1949029564857483s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.1952419638633728s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.1954050898551941s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.19549633264541627s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.1956038236618042s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.19587854146957398s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.1958974242210388s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.1958978772163391s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.1959187388420105s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.19611647129058837s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.1964680075645447s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.19717172384262086s
['NKD', 'DH', 'None'] avg time: 0.19721680879592896s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.1986050009727478s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.19915040731430053s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.19919763803482055s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.19929791688919068s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.19943580627441407s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.20062495470046998s
['NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.2054239869117737s
['ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.20559366941452026s
['NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.20738171339035033s
['ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.20808556079864501s
['ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.20878546237945556s
['ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.20915080308914186s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.2096087098121643s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.2122776985168457s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.21284861564636232s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.21300911903381348s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.21324388980865477s
['ArcConsistency', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.2136830449104309s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.2137778878211975s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.21389305591583252s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.2141360640525818s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.21454234123229982s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.21470507383346557s
['ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.21546528339385987s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.2154742956161499s
['NKT', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.21561466455459594s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.21574348211288452s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.21583011150360107s
['NKT', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.21585975885391234s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.21587297916412354s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.2160289168357849s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.21623399257659912s
['ArcConsistency', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.21640418767929076s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.21657925844192505s
['NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.21677788496017455s
['NKT', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.21684117317199708s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.21687480211257934s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.2169865846633911s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.21717013120651246s
['ForwardChecking', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.2173067331314087s
['NKT', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.2175074815750122s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.21768780946731567s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.2177993655204773s
['NKD', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2180164337158203s
['ForwardChecking', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.21818505525588988s
['NKD', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.2184175968170166s
['NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.2187163233757019s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.22051596641540527s
['ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.22109644412994384s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.22186033725738524s
['NKD', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.22530624866485596s
['NKD', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.22635830640792848s
['NKT', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.2368547201156616s
['NKD', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.2380257725715637s
['ForwardChecking', 'NKT', 'NKD', 'None', 'None'] avg time: 0.23804961442947387s
['NKT', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.23885265588760377s
['ForwardChecking', 'NKD', 'NKT', 'None', 'None'] avg time: 0.23903063535690308s
['NKD', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.2392060399055481s
['ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.23959387540817262s
['NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.23961763381958007s
['NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2459342360496521s
['ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.2500517249107361s
['NKD', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.25339441299438475s
['NKD', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.2539883017539978s
['ArcConsistency', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.25417715311050415s
['NKT', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.2546776294708252s
['NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.2553766369819641s
['ArcConsistency', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.25631070137023926s
['ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.2579470038414001s
['NKT', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.2589952230453491s
['NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.2596203565597534s
['ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.26113162040710447s
['ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.2664738655090332s
['NKD', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.26820601224899293s
['NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.26927268505096436s
['ArcConsistency', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.2704548597335815s
['NKD', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.2712187528610229s
['ArcConsistency', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.2716861367225647s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.27207604646682737s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2725644826889038s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.27321226596832277s
['NKT', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.27323747873306276s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.2735077142715454s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.2740268111228943s
['NKT', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.2743328809738159s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.27475665807724s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.2753268122673035s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2754525303840637s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.2757508397102356s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.27587405443191526s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.2759517550468445s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.27615511417388916s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.2762438416481018s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2763076305389404s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.2766442894935608s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.27713253498077395s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.27751449346542356s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.27800061702728274s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.27835448980331423s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.27950512170791625s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.2795348882675171s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.28071061372756956s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.2808001756668091s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.2814313769340515s
['NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.28978397846221926s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.2902389407157898s
['ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.29109147787094114s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.2917110323905945s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.2917948722839355s
['ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.29191476106643677s
['NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.2921650171279907s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.2922534942626953s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.2923880457878113s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.2932516932487488s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.2933542370796204s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.2938319563865662s
['ArcConsistency', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.29404228925704956s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.29420052766799926s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.29437822103500366s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.29458401203155515s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.29481234550476076s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'None', 'None'] avg time: 0.29504393339157103s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.2951698303222656s
['NKT', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.2953660249710083s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.29587000608444214s
['NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.2962373852729797s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'None', 'None'] avg time: 0.2966136336326599s
['ArcConsistency', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.29668885469436646s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.2968808650970459s
['NKD', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.29708985090255735s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.2972058534622192s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.29727060794830323s
['NKD', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.29740711450576784s
['ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.2974225997924805s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.2979349374771118s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'None', 'None'] avg time: 0.29822282791137694s
['ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.2982823133468628s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.2984381079673767s
['ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.2986930251121521s
['ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.29871612787246704s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.29900282621383667s
['ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.2990615725517273s
['ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.2992133378982544s
['NKT', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.29968575239181516s
['ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.3007174849510193s
['NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.3009162902832031s
['NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.30097916126251223s
['ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.30135035514831543s
['NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.30188575983047483s
['ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.30233728885650635s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'None', 'None'] avg time: 0.30239540338516235s
['NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.3027472972869873s
['NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.30332326889038086s
['ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.3039513826370239s
['NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.30455799102783204s
['ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.3053741455078125s
['ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.3066912770271301s
['NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.3071808576583862s
['NKT', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.3076807141304016s
['ArcConsistency', 'NKD', 'NKT', 'None', 'None'] avg time: 0.30870970487594607s
['ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.3087349057197571s
['NKD', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.3087812542915344s
['NKT', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.31044124364852904s
['NKD', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.31055569648742676s
['ArcConsistency', 'NKT', 'NKD', 'None', 'None'] avg time: 0.31191054582595823s
['ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.3147173285484314s
['ArcConsistency', 'MRV', 'LCV'] avg time: 0.3196594715118408s
['NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.3209798812866211s
['ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.32234113216400145s
['ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.3226856470108032s
['ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.32400022745132445s
['NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.3242667555809021s
['ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.3245846271514893s
['ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.32496163845062254s
['NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.3263490557670593s
['NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.3272064089775085s
['NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.32804068326950075s
['ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.3285393357276917s
['ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.32958372831344607s
['NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.3319620370864868s
['NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.3319932818412781s
['ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.3321824908256531s
['ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.3336804389953613s
['ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.33501367568969725s
['ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.33556203842163085s
['NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.33560192584991455s
['ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.33615870475769044s
['ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.33685842752456663s
['ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.33713332414627073s
['NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.3375178694725037s
['ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.33763872385025023s
['ForwardChecking', 'MRV', 'LCV'] avg time: 0.33826773166656493s
['NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.3387898564338684s
['NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.33897593021392824s
['ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.33906776905059816s
['ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.34545120000839236s
['NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.34650698900222776s
['ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.350096595287323s
['NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.35183690786361693s
['ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.35489821434020996s
['NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.3559522271156311s
['NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.35599044561386106s
['ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.35609735250473024s
['ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.35612413883209226s
['ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.3573009490966797s
['ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.3591330170631409s
['ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.36608319282531737s
['NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.36663088798522947s
['NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.3670928716659546s
['ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.3676660180091858s
['ArcConsistency', 'MRV', 'None'] avg time: 0.3679764151573181s
['ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.36804698705673217s
['ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.3693368911743164s
['ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.3695207118988037s
['ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.3729013681411743s
['NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.373064124584198s
['ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.376580011844635s
['NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.3768206715583801s
['NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.37858675718307494s
['ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.3805752158164978s
['NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.3821177363395691s
['ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.382161283493042s
['ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.3839017629623413s
['NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.38540120124816896s
['ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.3854049324989319s
['ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.3862615942955017s
['ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.3884516000747681s
['ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.3896690130233765s
['NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.39254939556121826s
['ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.40151166915893555s
['ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.4073348164558411s
